Q12396	accession	Label	Set	CV_Fold	O74740	organism	kingdom	protein_length	cleavage_position	tm_helix_first_90
	P10676	0	Training	1	P10676	Drosophila melanogaster	Metazoa	1501		False
	J9VE33	0	Training	2	J9VE33	Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	1094		False
	Q24478	0	Training	3	Q24478	Drosophila melanogaster	Metazoa	1096		False
	Q9FME4	0	Training	4	Q9FME4	Arabidopsis thaliana	Plants	521		False
	P25584	0	Training	0	P25584	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	144		True
	Q8TF01	0	Training	1	Q8TF01	Homo sapiens	Metazoa	805		False
	P14736	0	Training	2	P14736	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	754		False
	Q9NX04	0	Training	3	Q9NX04	Homo sapiens	Metazoa	203		False
	O64517	0	Training	4	O64517	Arabidopsis thaliana	Plants	418		False
	Q01804	0	Training	0	Q01804	Homo sapiens	Metazoa	1114		False
	A2AIL4	0	Training	1	A2AIL4	Mus musculus	Metazoa	333		False
	Q6IPR1	0	Training	2	Q6IPR1	Homo sapiens	Metazoa	90		False
	O74889	0	Training	3	O74889	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1024		False
	Q8NC51	0	Training	4	Q8NC51	Homo sapiens	Metazoa	408		False
	O23247	0	Training	0	O23247	Arabidopsis thaliana	Plants	642		False
	Q9JM73	0	Training	1	Q9JM73	Mus musculus	Metazoa	504		False
	Q04500	0	Training	2	Q04500	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	899		False
	G3UVW3	0	Training	3	G3UVW3	Mus musculus	Metazoa	457		True
	Q99MU3	0	Training	4	Q99MU3	Mus musculus	Metazoa	1178		False
	G5ECC7	0	Training	0	G5ECC7	Caenorhabditis elegans	Metazoa	1264		False
	P61964	0	Training	1	P61964	Homo sapiens	Metazoa	334		False
	Q9URQ5	0	Training	2	Q9URQ5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	78		False
	Q16774	0	Training	3	Q16774	Homo sapiens	Metazoa	197		False
	Q7Z6K1	0	Training	4	Q7Z6K1	Homo sapiens	Metazoa	395		False
	O75934	0	Training	0	O75934	Homo sapiens	Metazoa	225		False
	Q9H773	0	Training	1	Q9H773	Homo sapiens	Metazoa	170		False
	Q8K0D5	0	Training	2	Q8K0D5	Mus musculus	Metazoa	751		False
	Q03280	0	Training	3	Q03280	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	3268		False
	Q9VBW9	0	Training	4	Q9VBW9	Drosophila melanogaster	Metazoa	419		False
	Q9ES00	0	Training	0	Q9ES00	Mus musculus	Metazoa	1173		False
	Q9H7D0	0	Training	1	Q9H7D0	Homo sapiens	Metazoa	1870		False
	Q80SU7	0	Training	2	Q80SU7	Mus musculus	Metazoa	2427		False
	Q96I76	0	Training	3	Q96I76	Homo sapiens	Metazoa	525		False
	Q9LQ98	0	Training	4	Q9LQ98	Arabidopsis thaliana	Plants	345		False
	A6NJ78	0	Training	0	A6NJ78	Homo sapiens	Metazoa	407		False
	Q53FT3	0	Training	1	Q53FT3	Homo sapiens	Metazoa	197		False
	C8VSZ2	0	Training	2	C8VSZ2	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	370		False
	P49686	0	Training	3	P49686	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430		False
	P0DM40	0	Training	4	P0DM40	Mus musculus	Metazoa	2038		False
	P09595	0	Training	0	P09595	Spinacia oleracea	Plants	218		False
	Q9H4M3	0	Training	1	Q9H4M3	Homo sapiens	Metazoa	255		False
	Q03718	0	Training	2	Q03718	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	556		False
	Q8GZ87	0	Training	3	Q8GZ87	Arabidopsis thaliana	Plants	664		False
	P39525	0	Training	4	P39525	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	442		False
	Q96HJ9	0	Training	0	Q96HJ9	Homo sapiens	Metazoa	113		False
	Q8CC21	0	Training	1	Q8CC21	Mus musculus	Metazoa	365		False
	P53810	0	Training	2	P53810	Mus musculus	Metazoa	271		False
	P32342	0	Training	3	P32342	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	167		False
	P25490	0	Training	4	P25490	Homo sapiens	Metazoa	414		False
	Q96B26	0	Training	0	Q96B26	Homo sapiens	Metazoa	276		False
	P07269	0	Training	1	P07269	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	559		False
	P93286	0	Training	2	P93286	Arabidopsis thaliana	Plants	442		True
	Q8WYA6	0	Training	3	Q8WYA6	Homo sapiens	Metazoa	563		False
	Q9QXY4	0	Training	4	Q9QXY4	Rattus norvegicus	Metazoa	580		False
	Q9Y224	0	Training	0	Q9Y224	Homo sapiens	Metazoa	244		False
	P35269	0	Training	1	P35269	Homo sapiens	Metazoa	517		False
	P87233	0	Training	2	P87233	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	461		False
	Q9D067	0	Training	3	Q9D067	Mus musculus	Metazoa	708		False
	P57680	0	Training	4	P57680	Mus musculus	Metazoa	1005		True
	P38241	0	Training	0	P38241	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	364		False
	P78337	0	Training	1	P78337	Homo sapiens	Metazoa	314		False
	Q4VBE8	0	Training	2	Q4VBE8	Mus musculus	Metazoa	431		False
	Q9UIA9	0	Training	3	Q9UIA9	Homo sapiens	Metazoa	1087		False
	P32103	0	Training	4	P32103	Euplotes eurystomus	Other	135		False
	P87227	0	Training	0	P87227	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	672		False
	Q9SDW0	0	Training	1	Q9SDW0	Arabidopsis thaliana	Plants	323		False
	Q6P1K2	0	Training	2	Q6P1K2	Homo sapiens	Metazoa	205		False
	P80483	0	Training	3	P80483	Amphidinium carterae	Other	323		False
	Q0WNP7	0	Training	4	Q0WNP7	Arabidopsis thaliana	Plants	463		False
	Q08119	0	Training	0	Q08119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	714		False
	O17514	0	Training	1	O17514	Caenorhabditis elegans	Metazoa	773		False
	P40470	0	Training	2	P40470	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	206		False
	Q9BWM7	0	Training	3	Q9BWM7	Homo sapiens	Metazoa	321		False
	P40208	0	Training	4	P40208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	455		False
	O54825	0	Training	0	O54825	Mus musculus	Metazoa	436		False
	Q86HX0	0	Training	1	Q86HX0	Dictyostelium discoideum	Other	356		False
	Q9JKT3	0	Training	2	Q9JKT3	Mus musculus	Metazoa	297		True
	O04714	0	Training	3	O04714	Arabidopsis thaliana	Plants	326		True
	Q8GZM7	0	Training	4	Q8GZM7	Arabidopsis thaliana	Plants	478		False
	Q8W593	0	Training	0	Q8W593	Arabidopsis thaliana	Plants	350		False
	Q9SL92	0	Training	1	Q9SL92	Arabidopsis thaliana	Plants	367		False
	Q9H7B2	0	Training	2	Q9H7B2	Homo sapiens	Metazoa	306		False
	O59676	0	Training	3	O59676	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	359		False
	Q9BW71	0	Training	4	Q9BW71	Homo sapiens	Metazoa	556		False
	Q9Y4F3	0	Training	0	Q9Y4F3	Homo sapiens	Metazoa	1742		False
	Q9UTK4	0	Training	1	Q9UTK4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1807		False
	P03896	0	Training	2	P03896	Drosophila melanogaster	Metazoa	341		True
	Q8RWS0	0	Training	3	Q8RWS0	Arabidopsis thaliana	Plants	124		False
	Q9UIV1	0	Training	4	Q9UIV1	Homo sapiens	Metazoa	285		False
	Q8N5P1	0	Training	0	Q8N5P1	Homo sapiens	Metazoa	291		False
	O43114	0	Training	1	O43114	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	455		False
	Q9H1P3	0	Training	2	Q9H1P3	Homo sapiens	Metazoa	480		False
	O75603	0	Training	3	O75603	Homo sapiens	Metazoa	506		False
	Q68DX3	0	Training	4	Q68DX3	Homo sapiens	Metazoa	1309		False
	Q12068	0	Training	0	Q12068	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	342		False
	Q9UGY1	0	Training	1	Q9UGY1	Homo sapiens	Metazoa	213		False
	O95989	0	Training	2	O95989	Homo sapiens	Metazoa	172		False
	P32524	0	Training	3	P32524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280		False
	Q9JIL4	0	Training	4	Q9JIL4	Mus musculus	Metazoa	519		False
	P53835	0	Training	0	P53835	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	661		True
	Q9UUB6	0	Training	1	Q9UUB6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	300		False
	Q9CPX8	0	Training	2	Q9CPX8	Mus musculus	Metazoa	56		True
	Q8N5N7	0	Training	3	Q8N5N7	Homo sapiens	Metazoa	158		False
	Q95RV2	0	Training	4	Q95RV2	Drosophila melanogaster	Metazoa	345		False
	Q01831	0	Training	0	Q01831	Homo sapiens	Metazoa	940		False
	Q9Y2I9	0	Training	1	Q9Y2I9	Homo sapiens	Metazoa	924		False
	Q06608	0	Training	2	Q06608	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	200		False
	Q5AK51	0	Training	3	Q5AK51	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	714		False
	Q96EL3	0	Training	4	Q96EL3	Homo sapiens	Metazoa	112		False
	Q8IVS8	0	Training	0	Q8IVS8	Homo sapiens	Metazoa	523		False
	P82139	0	Training	1	P82139	Spinacia oleracea	Plants	232		False
	Q8WYQ5	0	Training	2	Q8WYQ5	Homo sapiens	Metazoa	773		False
	O44498	0	Training	3	O44498	Caenorhabditis elegans	Metazoa	1623		False
	P46099	0	Training	4	P46099	Mus musculus	Metazoa	358		False
	Q8BJ05	0	Training	0	Q8BJ05	Mus musculus	Metazoa	735		False
	O14497	0	Training	1	O14497	Homo sapiens	Metazoa	2285		False
	Q8K400	0	Training	2	Q8K400	Mus musculus	Metazoa	1152		False
	Q8GWE0	0	Training	3	Q8GWE0	Arabidopsis thaliana	Plants	702		False
	Q8N2Z9	0	Training	4	Q8N2Z9	Homo sapiens	Metazoa	138		False
	O48917	0	Training	0	O48917	Arabidopsis thaliana	Plants	477		False
	A8MZ59	0	Training	1	A8MZ59	Homo sapiens	Metazoa	198		False
	P0C869	0	Training	2	P0C869	Homo sapiens	Metazoa	781		False
	Q9VLJ8	0	Training	3	Q9VLJ8	Drosophila melanogaster	Metazoa	453		False
	Q8SKU2	0	Training	4	Q8SKU2	Pisum sativum	Plants	534		False
	Q8T498	0	Training	0	Q8T498	Drosophila melanogaster	Metazoa	1580		False
	Q80TR8	0	Training	1	Q80TR8	Mus musculus	Metazoa	1506		False
	P21276	0	Training	2	P21276	Arabidopsis thaliana	Plants	212		False
	Q9H4B0	0	Training	3	Q9H4B0	Homo sapiens	Metazoa	414		False
	Q570R7	0	Training	4	Q570R7	Arabidopsis thaliana	Plants	366		False
	Q8TEX9	0	Training	0	Q8TEX9	Homo sapiens	Metazoa	1081		False
	Q9VN91	0	Training	1	Q9VN91	Drosophila melanogaster	Metazoa	198		False
	Q9NJH0	0	Training	2	Q9NJH0	Drosophila melanogaster	Metazoa	431		False
	O74876	0	Training	3	O74876	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	357		False
	P35551	0	Training	4	P35551	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	305		False
	P50080	0	Training	0	P50080	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	613		True
	P40798	0	Training	1	P40798	Drosophila melanogaster	Metazoa	1106		False
	P38351	0	Training	2	P38351	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	445		False
	O14737	0	Training	3	O14737	Homo sapiens	Metazoa	125		False
	O70302	0	Training	4	O70302	Mus musculus	Metazoa	217		False
	O74964	0	Training	0	O74964	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	803		False
	Q9V4Z9	0	Training	1	Q9V4Z9	Drosophila melanogaster	Metazoa	858		False
	P0C7T6	0	Training	2	P0C7T6	Mus musculus	Metazoa	687		False
	P34283	0	Training	3	P34283	Caenorhabditis elegans	Metazoa	442		False
	Q5U5X0	0	Training	4	Q5U5X0	Homo sapiens	Metazoa	104		False
	Q9B6C8	0	Training	0	Q9B6C8	Yarrowia lipolytica (strain CLIB 122 / E 150)	Fungi	469		True
	P38207	0	Training	1	P38207	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	520		False
	P35169	0	Training	2	P35169	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2470		False
	Q7Z2Z1	0	Training	3	Q7Z2Z1	Homo sapiens	Metazoa	1910		False
	P13574	0	Training	4	P13574	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	688		False
	Q7S2H6	0	Training	0	Q7S2H6	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	310		False
	Q12124	0	Training	1	Q12124	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	431		False
	P82249	0	Training	2	P82249	Spinacia oleracea	Plants	130		False
	P06509	0	Training	3	P06509	Spinacia oleracea	Plants	272		False
	Q93VB2	0	Training	4	Q93VB2	Arabidopsis thaliana	Plants	425		False
	Q9UT46	0	Training	0	Q9UT46	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	508		False
	Q9JJP2	0	Training	1	Q9JJP2	Mus musculus	Metazoa	631		False
	O16102	0	Training	2	O16102	Drosophila melanogaster	Metazoa	892		False
	Q0WSX8	0	Training	3	Q0WSX8	Arabidopsis thaliana	Plants	255		False
	O74942	0	Training	4	O74942	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	610		False
	Q86YC2	0	Training	0	Q86YC2	Homo sapiens	Metazoa	1186		False
	Q9H1U9	0	Training	1	Q9H1U9	Homo sapiens	Metazoa	297		True
	Q3U284	0	Training	2	Q3U284	Mus musculus	Metazoa	315		True
	F1M386	0	Training	3	F1M386	Rattus norvegicus	Metazoa	1496		False
	P38809	0	Training	4	P38809	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366		False
	Q8IBN8	0	Training	0	Q8IBN8	Plasmodium falciparum (isolate 3D7)	Other	899		False
	Q9HCH5	0	Training	1	Q9HCH5	Homo sapiens	Metazoa	934		False
	G5EDW5	0	Training	2	G5EDW5	Caenorhabditis elegans	Metazoa	952		False
	Q7JXF5	0	Training	3	Q7JXF5	Drosophila melanogaster	Metazoa	394		False
	Q9ULZ2	0	Training	4	Q9ULZ2	Homo sapiens	Metazoa	295		False
	Q8RWN0	0	Training	0	Q8RWN0	Arabidopsis thaliana	Plants	571		False
	Q10262	0	Training	1	Q10262	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	131		False
	Q02455	0	Training	2	Q02455	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1875		False
	P36038	0	Training	3	P36038	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	271		False
	Q9FI46	0	Training	4	Q9FI46	Arabidopsis thaliana	Plants	269		True
	O74553	0	Training	0	O74553	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	326		False
	Q9Y2S7	0	Training	1	Q9Y2S7	Homo sapiens	Metazoa	368		False
	Q9CA45	0	Training	2	Q9CA45	Arabidopsis thaliana	Plants	147		False
	Q95TS5	0	Training	3	Q95TS5	Drosophila melanogaster	Metazoa	654		False
	Q28205	0	Training	4	Q28205	Bos taurus	Metazoa	1199		False
	Q9H0F5	0	Training	0	Q9H0F5	Homo sapiens	Metazoa	515		False
	Q9SUE3	0	Training	1	Q9SUE3	Arabidopsis thaliana	Plants	335		False
	Q7T2T1	0	Training	2	Q7T2T1	Gallus gallus	Metazoa	484		False
	Q230X8	0	Training	3	Q230X8	Tetrahymena thermophila (strain SB210)	Other	423		False
	O94355	0	Training	4	O94355	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	240		False
	Q9FVQ1	0	Training	0	Q9FVQ1	Arabidopsis thaliana	Plants	557		False
	Q6T4R5	0	Training	1	Q6T4R5	Homo sapiens	Metazoa	1651		False
	O74544	0	Training	2	O74544	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	314		False
	Q85FY6	0	Training	3	Q85FY6	Cyanidioschyzon merolae (strain NIES-3377 / 10D)	Other	732		True
	O60779	0	Training	4	O60779	Homo sapiens	Metazoa	497		True
	P40995	0	Training	0	P40995	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	872		False
	O60090	0	Training	1	O60090	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	297		False
	Q8TCY9	0	Training	2	Q8TCY9	Homo sapiens	Metazoa	931		False
	Q7TSD4	0	Training	3	Q7TSD4	Mus musculus	Metazoa	393		False
	Q9H840	0	Training	4	Q9H840	Homo sapiens	Metazoa	131		False
	Q8WV41	0	Training	0	Q8WV41	Homo sapiens	Metazoa	574		False
	Q7Z4V0	0	Training	1	Q7Z4V0	Homo sapiens	Metazoa	828		False
	Q9LKW9	0	Training	2	Q9LKW9	Arabidopsis thaliana	Plants	1146		True
	P53148	0	Training	3	P53148	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	917		False
	Q94ID2	0	Training	4	Q94ID2	Arabidopsis thaliana	Plants	330		False
	O59746	0	Training	0	O59746	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	819		False
	P33412	0	Training	1	P33412	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	323		False
	P25588	0	Training	2	P25588	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1096		False
	Q3UUF8	0	Training	3	Q3UUF8	Mus musculus	Metazoa	508		False
	Q7TPF1	0	Training	4	Q7TPF1	Rattus norvegicus	Metazoa	97		True
	Q8WXU2	0	Training	0	Q8WXU2	Homo sapiens	Metazoa	420		False
	Q940M2	0	Training	1	Q940M2	Arabidopsis thaliana	Plants	476		False
	Q8CGB3	0	Training	2	Q8CGB3	Mus musculus	Metazoa	1411		False
	P61221	0	Training	3	P61221	Homo sapiens	Metazoa	599		False
	O95704	0	Training	4	O95704	Homo sapiens	Metazoa	486		False
	B7Z0I7	0	Training	0	B7Z0I7	Drosophila melanogaster	Metazoa	351		False
	P38781	0	Training	1	P38781	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	883		False
	P49590	0	Training	2	P49590	Homo sapiens	Metazoa	506		False
	Q8TBK2	0	Training	3	Q8TBK2	Homo sapiens	Metazoa	473		False
	O13577	0	Training	4	O13577	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	133		False
	Q1MTR2	0	Training	0	Q1MTR2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	207		False
	Q9BV68	0	Training	1	Q9BV68	Homo sapiens	Metazoa	311		False
	Q9URV3	0	Training	2	Q9URV3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	296		False
	Q6ZMU5	0	Training	3	Q6ZMU5	Homo sapiens	Metazoa	477		False
	P35632	0	Training	4	P35632	Arabidopsis thaliana	Plants	232		False
	Q9Y6X0	0	Training	0	Q9Y6X0	Homo sapiens	Metazoa	1596		False
	Q8CHP0	0	Training	1	Q8CHP0	Mus musculus	Metazoa	950		False
	P40630	0	Training	2	P40630	Mus musculus	Metazoa	243		False
	P51556	0	Training	3	P51556	Rattus norvegicus	Metazoa	727		False
	P61092	0	Training	4	P61092	Mus musculus	Metazoa	282		False
	Q6PEY1	0	Training	0	Q6PEY1	Homo sapiens	Metazoa	159		True
	Q9UT49	0	Training	1	Q9UT49	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	578		False
	Q8IDN4	0	Training	2	Q8IDN4	Plasmodium falciparum (isolate 3D7)	Other	211		False
	O94427	0	Training	3	O94427	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	424		False
	Q9S720	0	Training	4	Q9S720	Arabidopsis thaliana	Plants	247		False
	O60184	0	Training	0	O60184	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1102		False
	P29461	0	Training	1	P29461	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	750		False
	O96033	0	Training	2	O96033	Homo sapiens	Metazoa	88		False
	P40050	0	Training	3	P40050	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	688		False
	P53874	0	Training	4	P53874	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	792		False
	Q5U419	0	Training	0	Q5U419	Mus musculus	Metazoa	412		True
	O60829	0	Training	1	O60829	Homo sapiens	Metazoa	102		False
	P32914	0	Training	2	P32914	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	102		False
	Q08902	0	Training	3	Q08902	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	515		True
	Q9FX31	0	Training	4	Q9FX31	Arabidopsis thaliana	Plants	722		False
	Q9UHW5	0	Training	0	Q9UHW5	Homo sapiens	Metazoa	284		False
	Q06667	0	Training	1	Q06667	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	281		False
	Q0WPF2	0	Training	2	Q0WPF2	Arabidopsis thaliana	Plants	808		False
	Q9LSB9	0	Training	3	Q9LSB9	Arabidopsis thaliana	Plants	755		False
	P38323	0	Training	4	P38323	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	520		False
	Q9VEN1	0	Training	0	Q9VEN1	Drosophila melanogaster	Metazoa	2210		False
	A9C3R9	0	Training	1	A9C3R9	Danio rerio	Metazoa	532		False
	Q94AQ9	0	Training	2	Q94AQ9	Arabidopsis thaliana	Plants	260		False
	Q9NWT1	0	Training	3	Q9NWT1	Homo sapiens	Metazoa	392		False
	Q56P03	0	Training	4	Q56P03	Homo sapiens	Metazoa	285		False
	Q8TDM6	0	Training	0	Q8TDM6	Homo sapiens	Metazoa	1919		False
	Q15714	0	Training	1	Q15714	Homo sapiens	Metazoa	1073		False
	Q8VDP4	0	Training	2	Q8VDP4	Mus musculus	Metazoa	922		False
	Q8IWV7	0	Training	3	Q8IWV7	Homo sapiens	Metazoa	1749		False
	Q05892	0	Training	4	Q05892	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	277		False
	P53990	0	Training	0	P53990	Homo sapiens	Metazoa	364		False
	Q8CH19	0	Training	1	Q8CH19	Mus musculus	Metazoa	720		False
	O74485	0	Training	2	O74485	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	581		False
	Q4G176	0	Training	3	Q4G176	Homo sapiens	Metazoa	576		False
	Q04930	0	Training	4	Q04930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	467		False
	Q12524	0	Training	0	Q12524	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	340		False
	P40344	0	Training	1	P40344	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	310		False
	Q5W9E7	0	Training	2	Q5W9E7	Arabidopsis thaliana	Plants	659		False
	A0A6P3HVI0	0	Training	3	A0A6P3HVI0	Bison bison bison	Metazoa	535		True
	F4IXE7	0	Training	4	F4IXE7	Arabidopsis thaliana	Plants	1189		False
	O46043	0	Training	0	O46043	Drosophila melanogaster	Metazoa	723		False
	Q93ZB2	0	Training	1	Q93ZB2	Arabidopsis thaliana	Plants	509		True
	P46681	0	Training	2	P46681	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	530		False
	P42284	0	Training	3	P42284	Drosophila melanogaster	Metazoa	549		False
	Q9US06	0	Training	4	Q9US06	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	456		False
	Q9ULP0	0	Training	0	Q9ULP0	Homo sapiens	Metazoa	352		False
	Q08176	0	Training	1	Q08176	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	113		True
	P17883	0	Training	2	P17883	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1432		False
	O43044	0	Training	3	O43044	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1136		False
	P61218	0	Training	4	P61218	Homo sapiens	Metazoa	127		False
	P0DOY1	0	Training	0	P0DOY1	Mus musculus	Metazoa	740		False
	Q05812	0	Training	1	Q05812	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	728		False
	Q00202	0	Training	2	Q00202	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	678		False
	P07245	0	Training	3	P07245	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	946		False
	P51509	0	Training	4	P51509	Gallus gallus	Metazoa	549		False
	O22287	0	Training	0	O22287	Arabidopsis thaliana	Plants	361		False
	O14227	0	Training	1	O14227	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1215		False
	O74329	0	Training	2	O74329	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	56		False
	F4JCC1	0	Training	3	F4JCC1	Arabidopsis thaliana	Plants	992		False
	Q11107	0	Training	4	Q11107	Caenorhabditis elegans	Metazoa	2248		False
	Q0GGX2	0	Training	0	Q0GGX2	Mus musculus	Metazoa	1363		False
	Q91YI1	0	Training	1	Q91YI1	Mus musculus	Metazoa	516		False
	Q12972	0	Training	2	Q12972	Homo sapiens	Metazoa	351		False
	Q05192	0	Training	3	Q05192	Drosophila melanogaster	Metazoa	808		False
	P22027	0	Training	4	P22027	Bos taurus	Metazoa	200		False
	Q9NRG9	0	Training	0	Q9NRG9	Homo sapiens	Metazoa	546		False
	Q7Z6Z7	0	Training	1	Q7Z6Z7	Homo sapiens	Metazoa	4374		False
	P33417	0	Training	2	P33417	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	597		False
	Q940Z2	0	Training	3	Q940Z2	Arabidopsis thaliana	Plants	724		False
	Q7RYM5	0	Training	4	Q7RYM5	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	292		False
	Q9M658	0	Training	0	Q9M658	Arabidopsis thaliana	Plants	2001		False
	P12383	0	Training	1	P12383	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1068		False
	Q7SHB2	0	Training	2	Q7SHB2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	348		False
	Q5TKA1	0	Training	3	Q5TKA1	Homo sapiens	Metazoa	542		False
	P49107	0	Training	4	P49107	Arabidopsis thaliana	Plants	171		False
	Q9LV85	0	Training	0	Q9LV85	Arabidopsis thaliana	Plants	564		False
	Q53F19	0	Training	1	Q53F19	Homo sapiens	Metazoa	620		False
	P40505	0	Training	2	P40505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327		False
