O74740	accession	organism	kingdom	protein_length	cleavage_position	tm_helix_first_90
Q8RWX4	Q8RWX4	Arabidopsis thaliana	Plants	611		False
Q95748	Q95748	Arabidopsis thaliana	Plants	190		False
Q14142	Q14142	Homo sapiens	Metazoa	442		False
Q9LRY0	Q9LRY0	Arabidopsis thaliana	Plants	189		False
Q7Z2Z1	Q7Z2Z1	Homo sapiens	Metazoa	1910		False
Q8BZA9	Q8BZA9	Mus musculus	Metazoa	269		False
Q9Y375	Q9Y375	Homo sapiens	Metazoa	327		False
Q9BZ67	Q9BZ67	Homo sapiens	Metazoa	464		False
O94328	O94328	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	141		False
Q10109	Q10109	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	688		False
P32179	P32179	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	357		False
Q12094	Q12094	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	313		False
Q9H5U6	Q9H5U6	Homo sapiens	Metazoa	513		False
P78364	P78364	Homo sapiens	Metazoa	1004		False
Q9P797	Q9P797	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1142		False
Q24142	Q24142	Drosophila melanogaster	Metazoa	601		False
J9VI03	J9VI03	Cryptococcus neoformans (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487)	Fungi	2377		False
A2AKK5	A2AKK5	Mus musculus	Metazoa	416		False
Q9LNE8	Q9LNE8	Arabidopsis thaliana	Plants	200		False
P0C5X8	P0C5X8	Rattus norvegicus	Metazoa	450		True
Q9NYJ1	Q9NYJ1	Homo sapiens	Metazoa	87		False
A8CVF3	A8CVF3	Avicennia marina	Plants	195		False
Q6A078	Q6A078	Mus musculus	Metazoa	2472		False
Q21773	Q21773	Caenorhabditis elegans	Metazoa	489		False
Q960V3	Q960V3	Drosophila melanogaster	Metazoa	1122		False
Q5SNT2	Q5SNT2	Homo sapiens	Metazoa	666		False
Q9VKY1	Q9VKY1	Drosophila melanogaster	Metazoa	268		False
Q15029	Q15029	Homo sapiens	Metazoa	972		False
P34122	P34122	Dictyostelium discoideum	Other	287		False
Q94C69	Q94C69	Arabidopsis thaliana	Plants	301		False
Q9GSF8	Q9GSF8	Euplotes aediculatus	Other	437		False
P13631	P13631	Homo sapiens	Metazoa	454		False
Q9UUI6	Q9UUI6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	466		False
Q39056	Q39056	Arabidopsis thaliana	Plants	270		False
Q9JLR5	Q9JLR5	Mus musculus	Metazoa	209		False
O43396	O43396	Homo sapiens	Metazoa	289		False
P28350	P28350	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	1093		False
P46939	P46939	Homo sapiens	Metazoa	3433		False
O94868	O94868	Homo sapiens	Metazoa	740		False
P53153	P53153	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	274		True
P40850	P40850	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	830		False
Q9M4B5	Q9M4B5	Arabidopsis thaliana	Plants	129		False
Q9FGV1	Q9FGV1	Arabidopsis thaliana	Plants	811		False
Q9VPH8	Q9VPH8	Drosophila melanogaster	Metazoa	489		False
D0Q0Y7	D0Q0Y7	Rattus norvegicus	Metazoa	160		True
Q7Z6V5	Q7Z6V5	Homo sapiens	Metazoa	191		False
O14311	O14311	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	307		False
Q9NYY8	Q9NYY8	Homo sapiens	Metazoa	710		False
P11860	P11860	Mytilus californianus	Metazoa	45		False
Q9VQ89	Q9VQ89	Drosophila melanogaster	Metazoa	867		False
Q8CI15	Q8CI15	Mus musculus	Metazoa	382		False
Q9P7S6	Q9P7S6	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	274		False
P78316	P78316	Homo sapiens	Metazoa	857		False
Q6UWZ7	Q6UWZ7	Homo sapiens	Metazoa	409		False
Q9UQ84	Q9UQ84	Homo sapiens	Metazoa	846		False
Q9NX20	Q9NX20	Homo sapiens	Metazoa	251		False
O13838	O13838	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	371		False
Q9H4Q4	Q9H4Q4	Homo sapiens	Metazoa	367		False
Q9UGP4	Q9UGP4	Homo sapiens	Metazoa	676		False
Q9SV55	Q9SV55	Arabidopsis thaliana	Plants	425		False
P47910	P47910	Spinacia oleracea	Plants	101		False
Q95XA8	Q95XA8	Caenorhabditis elegans	Metazoa	486		False
Q7S910	Q7S910	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	263		False
Q9H0Z9	Q9H0Z9	Homo sapiens	Metazoa	239		False
Q91W39	Q91W39	Mus musculus	Metazoa	579		False
Q8BFX3	Q8BFX3	Mus musculus	Metazoa	815		False
P04792	P04792	Homo sapiens	Metazoa	205		False
Q5M755	Q5M755	Arabidopsis thaliana	Plants	273		False
Q9FX31	Q9FX31	Arabidopsis thaliana	Plants	722		False
Q7SZL5	Q7SZL5	Xenopus laevis	Metazoa	1338		False
P38691	P38691	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1029		False
Q38796	Q38796	Arabidopsis thaliana	Plants	953		False
P34241	P34241	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1764		False
Q6Q5X2	Q6Q5X2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	51		False
Q9SRW7	Q9SRW7	Arabidopsis thaliana	Plants	208		False
A8XJ98	A8XJ98	Caenorhabditis briggsae	Metazoa	432		False
P34233	P34233	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	588		False
G4LTX4	G4LTX4	Castanea sativa	Plants	375		False
P38858	P38858	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	249		False
O44498	O44498	Caenorhabditis elegans	Metazoa	1623		False
Q8L627	Q8L627	Arabidopsis thaliana	Plants	375		False
P49686	P49686	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	430		False
Q6YN16	Q6YN16	Homo sapiens	Metazoa	418		False
P32786	P32786	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	894		False
P54103	P54103	Mus musculus	Metazoa	621		False
Q9FJW3	Q9FJW3	Arabidopsis thaliana	Plants	82		True
Q9UQN3	Q9UQN3	Homo sapiens	Metazoa	213		False
Q810F1	Q810F1	Cavia porcellus	Metazoa	705		True
Q8NEY3	Q8NEY3	Homo sapiens	Metazoa	305		False
P48608	P48608	Drosophila melanogaster	Metazoa	1091		False
O74783	O74783	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	463		False
Q9UTG8	Q9UTG8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	94		False
P19956	P19956	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	98		False
Q9UBT7	Q9UBT7	Homo sapiens	Metazoa	734		False
O13777	O13777	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	217		False
P45951	P45951	Arabidopsis thaliana	Plants	536		False
O14277	O14277	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	203		False
P40159	P40159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	199		False
Q10990	Q10990	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	490		False
O48721	O48721	Arabidopsis thaliana	Plants	321		False
Q96QF0	Q96QF0	Homo sapiens	Metazoa	476		False
Q8VC49	Q8VC49	Mus musculus	Metazoa	283		False
P36543	P36543	Homo sapiens	Metazoa	226		False
P53254	P53254	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1237		False
Q9I8A3	Q9I8A3	Xenopus laevis	Metazoa	294		False
P36163	P36163	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	345		True
O00522	O00522	Homo sapiens	Metazoa	736		False
O80796	O80796	Arabidopsis thaliana	Plants	330		False
Q9LTS6	Q9LTS6	Arabidopsis thaliana	Plants	135		False
Q8L7C9	Q8L7C9	Arabidopsis thaliana	Plants	217		False
Q8WTT2	Q8WTT2	Homo sapiens	Metazoa	800		False
P10898	P10898	Chlamydomonas reinhardtii	Plants	461		True
P32388	P32388	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	137		False
O43679	O43679	Homo sapiens	Metazoa	373		False
O80860	O80860	Arabidopsis thaliana	Plants	695		False
Q91YE8	Q91YE8	Mus musculus	Metazoa	1087		False
Q8NCN4	Q8NCN4	Homo sapiens	Metazoa	708		False
Q8N9N2	Q8N9N2	Homo sapiens	Metazoa	400		False
Q96PZ2	Q96PZ2	Homo sapiens	Metazoa	611		False
Q9H0C3	Q9H0C3	Homo sapiens	Metazoa	514		True
P32626	P32626	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	227		False
P24641	P24641	Bufo japonicus	Metazoa	40		False
Q9LTQ0	Q9LTQ0	Arabidopsis thaliana	Plants	391		False
Q5I0E9	Q5I0E9	Rattus norvegicus	Metazoa	566		True
P06738	P06738	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	902		False
P34253	P34253	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	313		False
Q12386	Q12386	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	881		False
P53187	P53187	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	214		False
Q05568	Q05568	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	337		True
Q03388	Q03388	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	795		False
Q90X64	Q90X64	Xenopus laevis	Metazoa	521		False
P07663	P07663	Drosophila melanogaster	Metazoa	1218		False
Q5TAX3	Q5TAX3	Homo sapiens	Metazoa	1644		False
P09087	P09087	Drosophila melanogaster	Metazoa	493		False
Q12748	Q12748	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	733		False
Q3E7A3	Q3E7A3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	74		True
P82673	P82673	Homo sapiens	Metazoa	323		False
Q9D011	Q9D011	Mus musculus	Metazoa	178		False
B6HLU1	B6HLU1	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	3746		False
P40692	P40692	Homo sapiens	Metazoa	756		False
Q96QF7	Q96QF7	Homo sapiens	Metazoa	691		False
P14164	P14164	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	731		False
P0CG13	P0CG13	Homo sapiens	Metazoa	121		False
Q920F5	Q920F5	Rattus norvegicus	Metazoa	492		False
Q9GS00	Q9GS00	Caenorhabditis elegans	Metazoa	601		False
G5EEV2	G5EEV2	Caenorhabditis elegans	Metazoa	4062		False
Q9VMD6	Q9VMD6	Drosophila melanogaster	Metazoa	659		False
Q9URT8	Q9URT8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	111		False
P29692	P29692	Homo sapiens	Metazoa	281		False
P40517	P40517	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	327		False
Q99315	Q99315	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1547		False
P07470	P07470	Bos taurus	Metazoa	80		True
Q7S1R6	Q7S1R6	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	267		False
Q96JZ2	Q96JZ2	Homo sapiens	Metazoa	352		False
Q9HD34	Q9HD34	Homo sapiens	Metazoa	91		False
D3ZGZ6	D3ZGZ6	Rattus norvegicus	Metazoa	127		True
P38727	P38727	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	235		True
Q92355	Q92355	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1687		False
P53999	P53999	Homo sapiens	Metazoa	127		False
Q5SFM8	Q5SFM8	Mus musculus	Metazoa	1060		False
Q12223	Q12223	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	238		False
Q99638	Q99638	Homo sapiens	Metazoa	391		False
O42716	O42716	Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1)	Fungi	438		False
Q8WVY7	Q8WVY7	Homo sapiens	Metazoa	318		False
Q1K6Q3	Q1K6Q3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	236		False
P03925	P03925	Mus musculus	Metazoa	172		True
Q8H1F7	Q8H1F7	Arabidopsis thaliana	Plants	332		False
Q9CQ79	Q9CQ79	Mus musculus	Metazoa	226		False
Q7YUD6	Q7YUD6	Plasmodium falciparum	Other	669		True
O43805	O43805	Homo sapiens	Metazoa	119		False
Q12132	Q12132	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	391		False
F4JZG9	F4JZG9	Arabidopsis thaliana	Plants	384		False
Q147X3	Q147X3	Homo sapiens	Metazoa	362		False
Q10187	Q10187	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	612		False
Q9URQ5	Q9URQ5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	78		False
G4SLH0	G4SLH0	Caenorhabditis elegans	Metazoa	18562		False
Q93560	Q93560	Caenorhabditis elegans	Metazoa	817		False
Q9QY24	Q9QY24	Mus musculus	Metazoa	411		False
P36521	P36521	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	249		False
Q9LG26	Q9LG26	Arabidopsis thaliana	Plants	689		False
Q05930	Q05930	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	598		False
P15512	P15512	Tetrahymena pyriformis	Other	136		False
Q8R4C2	Q8R4C2	Mus musculus	Metazoa	606		False
Q9UKA1	Q9UKA1	Homo sapiens	Metazoa	691		False
P55088	P55088	Mus musculus	Metazoa	323		True
Q1K5G1	Q1K5G1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	320		False
Q53GS7	Q53GS7	Homo sapiens	Metazoa	698		False
O43083	O43083	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	338		False
Q03063	Q03063	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	452		False
Q8IZS7	Q8IZS7	Homo sapiens	Metazoa	167		True
Q95T19	Q95T19	Drosophila melanogaster	Metazoa	464		False
P82929	P82929	Bos taurus	Metazoa	218		False
Q8NDF8	Q8NDF8	Homo sapiens	Metazoa	572		False
P25398	P25398	Homo sapiens	Metazoa	132		False
Q9SE43	Q9SE43	Arabidopsis thaliana	Plants	842		False
Q12107	Q12107	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	265		False
P52901	P52901	Arabidopsis thaliana	Plants	389		False
Q92374	Q92374	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	104		False
P17558	P17558	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	318		False
Q03338	Q03338	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	469		False
Q8WVF1	Q8WVF1	Homo sapiens	Metazoa	389		False
O13710	O13710	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1076		False
Q9NR00	Q9NR00	Homo sapiens	Metazoa	106		False
Q93YN0	Q93YN0	Arabidopsis thaliana	Plants	187		False
P03911	P03911	Mus musculus	Metazoa	459		True
Q9BQL6	Q9BQL6	Homo sapiens	Metazoa	677		False
Q12104	Q12104	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	458		False
Q9FFH1	Q9FFH1	Arabidopsis thaliana	Plants	1694		False
P35192	P35192	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	417		False
P62483	P62483	Rattus norvegicus	Metazoa	367		False
Q8CJ26	Q8CJ26	Mus musculus	Metazoa	228		True
Q03631	Q03631	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	944		False
P87169	P87169	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	676		False
Q9BSV6	Q9BSV6	Homo sapiens	Metazoa	310		False
P49435	P49435	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	187		False
Q84VZ1	Q84VZ1	Arabidopsis thaliana	Plants	245		False
P32063	P32063	Coriandrum sativum	Plants	385		False
Q9QXM1	Q9QXM1	Mus musculus	Metazoa	983		False
O80669	O80669	Arabidopsis thaliana	Plants	141		False
Q14690	Q14690	Homo sapiens	Metazoa	1871		False
Q9D1F4	Q9D1F4	Mus musculus	Metazoa	257		False
Q99829	Q99829	Homo sapiens	Metazoa	537		False
Q96CM3	Q96CM3	Homo sapiens	Metazoa	377		False
Q07053	Q07053	Crithidia fasciculata	Other	128		False
P09017	P09017	Homo sapiens	Metazoa	264		False
Q80ZG2	Q80ZG2	Rattus norvegicus	Metazoa	678		False
Q7L5Y1	Q7L5Y1	Homo sapiens	Metazoa	443		False
P47085	P47085	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	338		False
P57105	P57105	Homo sapiens	Metazoa	145		False
Q9H9P5	Q9H9P5	Homo sapiens	Metazoa	680		False
Q9ZWA1	Q9ZWA1	Arabidopsis thaliana	Plants	393		False
Q6UXV4	Q6UXV4	Homo sapiens	Metazoa	268		False
Q53H82	Q53H82	Homo sapiens	Metazoa	288		False
P10795	P10795	Arabidopsis thaliana	Plants	180		False
Q969H6	Q969H6	Homo sapiens	Metazoa	163		False
P53990	P53990	Homo sapiens	Metazoa	364		False
Q14686	Q14686	Homo sapiens	Metazoa	2063		False
Q8NFU0	Q8NFU0	Homo sapiens	Metazoa	473		True
Q9VFK6	Q9VFK6	Drosophila melanogaster	Metazoa	691		False
P38637	P38637	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	319		False
Q92247	Q92247	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	412		False
P38140	P38140	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	529		False
P22135	P22135	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	325		False
O88379	O88379	Mus musculus	Metazoa	1555		False
O65282	O65282	Arabidopsis thaliana	Plants	253		False
P40368	P40368	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	713		False
Q39161	Q39161	Arabidopsis thaliana	Plants	586		False
Q9H147	Q9H147	Homo sapiens	Metazoa	329		False
Q9P6M0	Q9P6M0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	419		False
F1M386	F1M386	Rattus norvegicus	Metazoa	1496		False
O60306	O60306	Homo sapiens	Metazoa	1485		False
P32380	P32380	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	944		False
Q9UTT2	Q9UTT2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1206		False
Q8BG87	Q8BG87	Mus musculus	Metazoa	1803		False
P24482	P24482	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	689		False
Q0WVF8	Q0WVF8	Arabidopsis thaliana	Plants	1134		False
Q99496	Q99496	Homo sapiens	Metazoa	336		False
Q9UN81	Q9UN81	Homo sapiens	Metazoa	338		False
Q6XUX1	Q6XUX1	Mus musculus	Metazoa	927		False
Q62924	Q62924	Rattus norvegicus	Metazoa	1129		False
P46962	P46962	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	323		False
Q0VD83	Q0VD83	Homo sapiens	Metazoa	1097		False
O82660	O82660	Arabidopsis thaliana	Plants	403		False
P35557	P35557	Homo sapiens	Metazoa	465		False
P38710	P38710	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295		False
P18608	P18608	Mus musculus	Metazoa	96		False
Q9CAI2	Q9CAI2	Arabidopsis thaliana	Plants	414		False
O95071	O95071	Homo sapiens	Metazoa	2799		False
C8VP82	C8VP82	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	339		False
Q9NZM5	Q9NZM5	Homo sapiens	Metazoa	478		False
A2AKX3	A2AKX3	Mus musculus	Metazoa	2646		False
P80299	P80299	Rattus norvegicus	Metazoa	554		False
Q13342	Q13342	Homo sapiens	Metazoa	867		False
O43504	O43504	Homo sapiens	Metazoa	91		False
Q8T0D4	Q8T0D4	Drosophila melanogaster	Metazoa	299		False
P38323	P38323	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	520		False
P91943	P91943	Drosophila melanogaster	Metazoa	751		False
Q9LQ98	Q9LQ98	Arabidopsis thaliana	Plants	345		False
P00813	P00813	Homo sapiens	Metazoa	363		False
P33895	P33895	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	451		False
P0CY08	P0CY08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	210		False
Q9JKX3	Q9JKX3	Mus musculus	Metazoa	798		True
F4I2J8	F4I2J8	Arabidopsis thaliana	Plants	716		False
O22267	O22267	Arabidopsis thaliana	Plants	1122		True
P58234	P58234	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	144		False
I6PL68	I6PL68	Oryza sativa subsp. japonica	Plants	303		False
Q22323	Q22323	Caenorhabditis elegans	Metazoa	283		False
D4AEP3	D4AEP3	Rattus norvegicus	Metazoa	194		True
Q8NEZ4	Q8NEZ4	Homo sapiens	Metazoa	4911		False
Q9FJI5	Q9FJI5	Arabidopsis thaliana	Plants	515		False
P47821	P47821	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	323		False
O70337	O70337	Mus musculus	Metazoa	150		False
P55197	P55197	Homo sapiens	Metazoa	1068		False
P47077	P47077	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	666		False
Q9M2X3	Q9M2X3	Arabidopsis thaliana	Plants	295		False
P32505	P32505	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	525		False
Q9LEZ1	Q9LEZ1	Arabidopsis thaliana	Plants	144		False
Q9BZV1	Q9BZV1	Homo sapiens	Metazoa	441		False
A0A5E4M3Q4	A0A5E4M3Q4	Caenorhabditis elegans	Metazoa	554		False
O00623	O00623	Homo sapiens	Metazoa	359		True
O14423	O14423	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	514		False
Q9BWC9	Q9BWC9	Homo sapiens	Metazoa	280		False
P18887	P18887	Homo sapiens	Metazoa	633		False
P38830	P38830	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	627		False
P51948	P51948	Homo sapiens	Metazoa	309		False
Q16342	Q16342	Homo sapiens	Metazoa	344		False
Q6UW78	Q6UW78	Homo sapiens	Metazoa	93		True
G7JND3	G7JND3	Medicago truncatula	Plants	620		True
P23225	P23225	Zea mays	Plants	1616		False
Q8N1G0	Q8N1G0	Homo sapiens	Metazoa	1237		False
Q94EH2	Q94EH2	Arabidopsis thaliana	Plants	210		True
Q6Z1Z3	Q6Z1Z3	Oryza sativa subsp. japonica	Plants	362		False
P51810	P51810	Homo sapiens	Metazoa	404		True
Q8IHY1	Q8IHY1	Plasmodium falciparum (isolate 3D7)	Other	4226		False
Q9QXX8	Q9QXX8	Mus musculus	Metazoa	484		False
Q8H1D3	Q8H1D3	Arabidopsis thaliana	Plants	571		False
Q12084	Q12084	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	232		False
P28776	P28776	Mus musculus	Metazoa	407		False
Q9BXV9	Q9BXV9	Homo sapiens	Metazoa	100		False
P25284	P25284	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	375		False
Q7Z3K3	Q7Z3K3	Homo sapiens	Metazoa	1410		False
P16383	P16383	Homo sapiens	Metazoa	781		False
Q9P3B2	Q9P3B2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	242		True
Q9BSF8	Q9BSF8	Homo sapiens	Metazoa	475		False
Q9SGY2	Q9SGY2	Arabidopsis thaliana	Plants	423		False
Q62847	Q62847	Rattus norvegicus	Metazoa	705		False
Q06512	Q06512	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	552		False
P39705	P39705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	539		False
Q99808	Q99808	Homo sapiens	Metazoa	456		True
Q03213	Q03213	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	719		False
Q96I59	Q96I59	Homo sapiens	Metazoa	477		False
Q9NPI6	Q9NPI6	Homo sapiens	Metazoa	582		False
P24391	P24391	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	349		False
P13469	P13469	Drosophila melanogaster	Metazoa	542		False
O74517	O74517	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	278		False
Q9US07	Q9US07	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	662		False
A8MPH9	A8MPH9	Drosophila melanogaster	Metazoa	722		False
P68350	P68350	Arabidopsis thaliana	Plants	175		False
G5EBV0	G5EBV0	Caenorhabditis elegans	Metazoa	723		False
Q3URS9	Q3URS9	Mus musculus	Metazoa	406		False
P53331	P53331	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	553		False
P53081	P53081	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	288		False
C6TCZ5	C6TCZ5	Glycine max	Plants	232		False
Q9HBI1	Q9HBI1	Homo sapiens	Metazoa	364		False
O36024	O36024	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	280		False
P09119	P09119	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	513		False
A6NFN3	A6NFN3	Homo sapiens	Metazoa	312		False
P40855	P40855	Homo sapiens	Metazoa	299		False
Q80W99	Q80W99	Mus musculus	Metazoa	395		True
Q9Y2M0	Q9Y2M0	Homo sapiens	Metazoa	1017		False
Q94AG6	Q94AG6	Arabidopsis thaliana	Plants	325		True
Q13573	Q13573	Homo sapiens	Metazoa	536		False
Q6NVF4	Q6NVF4	Mus musculus	Metazoa	1074		False
Q8N8Q8	Q8N8Q8	Homo sapiens	Metazoa	333		False
P14868	P14868	Homo sapiens	Metazoa	501		False
O00910	O00910	Dictyostelium discoideum	Other	707		False
P38790	P38790	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	280		False
Q02969	Q02969	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394		False
P19955	P19955	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123		False
P24329	P24329	Rattus norvegicus	Metazoa	297		False
Q96DV4	Q96DV4	Homo sapiens	Metazoa	380		False
P99028	P99028	Mus musculus	Metazoa	89		False
Q9Y6W5	Q9Y6W5	Homo sapiens	Metazoa	498		False
P53911	P53911	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	425		False
O00291	O00291	Homo sapiens	Metazoa	1037		False
Q9CQ54	Q9CQ54	Mus musculus	Metazoa	120		True
A0A0D1CRD0	A0A0D1CRD0	Mycosarcoma maydis	Fungi	550		False
Q56A73	Q56A73	Homo sapiens	Metazoa	249		False
Q16534	Q16534	Homo sapiens	Metazoa	295		False
Q6PRD7	Q6PRD7	Homo sapiens	Metazoa	247		False
G5EED4	G5EED4	Caenorhabditis elegans	Metazoa	655		False
