O74740	accession	Label	Set	CV_Fold	organism	kingdom	protein_length	cleavage_position	tm_helix_first_90
Q12996	Q12996	0	Training	3	Homo sapiens	Metazoa	717		False
Q18825	Q18825	0	Training	4	Caenorhabditis elegans	Metazoa	811		False
P24391	P24391	0	Training	0	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	349		False
Q8IXQ6	Q8IXQ6	0	Training	1	Homo sapiens	Metazoa	854		False
Q00312	Q00312	0	Training	2	Candida albicans	Fungi	527		False
Q6NZY4	Q6NZY4	0	Training	3	Homo sapiens	Metazoa	707		False
Q9NVS2	Q9NVS2	0	Training	4	Homo sapiens	Metazoa	196		False
Q9JHS2	Q9JHS2	0	Training	0	Rattus norvegicus	Metazoa	662		False
P21281	P21281	0	Training	1	Homo sapiens	Metazoa	511		False
P05626	P05626	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	244		False
P04080	P04080	0	Training	3	Homo sapiens	Metazoa	98		False
Q99836	Q99836	0	Training	4	Homo sapiens	Metazoa	296		False
P19536	P19536	0	Training	0	Mus musculus	Metazoa	128		False
O14734	O14734	0	Training	1	Homo sapiens	Metazoa	319		False
O48847	O48847	0	Training	2	Arabidopsis thaliana	Plants	787		False
Q9BS16	Q9BS16	0	Training	3	Homo sapiens	Metazoa	269		False
Q9CZ42	Q9CZ42	0	Training	4	Mus musculus	Metazoa	343		False
P80299	P80299	0	Training	0	Rattus norvegicus	Metazoa	554		False
Q9VGA4	Q9VGA4	0	Training	1	Drosophila melanogaster	Metazoa	1169		False
P30429	P30429	0	Training	2	Caenorhabditis elegans	Metazoa	549		False
P93009	P93009	0	Training	3	Arabidopsis thaliana	Plants	182		False
Q9CUU3	Q9CUU3	0	Training	4	Mus musculus	Metazoa	1500		False
Q6X4W1	Q6X4W1	0	Training	0	Homo sapiens	Metazoa	530		False
Q10287	Q10287	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1729		False
O74465	O74465	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	999		False
Q8RXD6	Q8RXD6	0	Training	3	Arabidopsis thaliana	Plants	878		False
Q38897	Q38897	0	Training	4	Arabidopsis thaliana	Plants	611		False
Q14997	Q14997	0	Training	0	Homo sapiens	Metazoa	1843		False
Q84JE8	Q84JE8	0	Training	1	Arabidopsis thaliana	Plants	694		False
Q9LY74	Q9LY74	0	Training	2	Arabidopsis thaliana	Plants	338		False
P53220	P53220	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	239		True
Q80WE4	Q80WE4	0	Training	4	Mus musculus	Metazoa	1774		False
P53958	P53958	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	396		False
Q9VKM6	Q9VKM6	0	Training	1	Drosophila melanogaster	Metazoa	351		False
P0DN34	P0DN34	0	Training	2	Mus musculus	Metazoa	57		True
Q9SR43	Q9SR43	0	Training	3	Arabidopsis thaliana	Plants	329		False
Q9P7N4	Q9P7N4	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	315		False
D4A3U0	D4A3U0	0	Training	0	Rattus norvegicus	Metazoa	432		True
Q99808	Q99808	0	Training	1	Homo sapiens	Metazoa	456		True
P22697	P22697	0	Training	2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	236		False
Q96QF7	Q96QF7	0	Training	3	Homo sapiens	Metazoa	691		False
Q53JF7	Q53JF7	0	Training	4	Oryza sativa subsp. japonica	Plants	138		False
A3R064	A3R064	0	Training	0	Gallus gallus	Metazoa	426		False
Q7L2Z9	Q7L2Z9	0	Training	1	Homo sapiens	Metazoa	268		False
O60952	O60952	0	Training	2	Dictyostelium discoideum	Other	199		False
P25502	P25502	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	979		False
Q14157	Q14157	0	Training	4	Homo sapiens	Metazoa	1087		False
Q40477	Q40477	0	Training	0	Nicotiana tabacum	Plants	225		False
O14210	O14210	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	295		False
O81242	O81242	0	Training	2	Arabidopsis thaliana	Plants	355		False
Q05937	Q05937	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	343		False
O02351	O02351	0	Training	4	Antheraea polyphemus	Metazoa	525		True
P12852	P12852	0	Training	0	Chlamydomonas reinhardtii	Plants	199		False
O59800	O59800	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	354		False
P43244	P43244	0	Training	2	Rattus norvegicus	Metazoa	845		False
Q4KL25	Q4KL25	0	Training	3	Mus musculus	Metazoa	219		True
Q78ZR5	Q78ZR5	0	Training	4	Rattus norvegicus	Metazoa	73		False
P12954	P12954	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1174		False
P33308	P33308	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	149		False
Q9CAF6	Q9CAF6	0	Training	2	Arabidopsis thaliana	Plants	950		False
Q9NYJ8	Q9NYJ8	0	Training	3	Homo sapiens	Metazoa	693		False
P50875	P50875	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	604		False
F4I1T7	F4I1T7	0	Training	0	Arabidopsis thaliana	Plants	1819		False
Q94CE5	Q94CE5	0	Training	1	Arabidopsis thaliana	Plants	504		False
Q9UM07	Q9UM07	0	Training	2	Homo sapiens	Metazoa	663		False
Q7L5N1	Q7L5N1	0	Training	3	Homo sapiens	Metazoa	327		False
Q9SQI2	Q9SQI2	0	Training	4	Arabidopsis thaliana	Plants	1173		False
Q99MI9	Q99MI9	0	Training	0	Cricetulus longicaudatus	Metazoa	692		False
P43554	P43554	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	623		False
Q949W6	Q949W6	0	Training	2	Arabidopsis thaliana	Plants	485		False
O43818	O43818	0	Training	3	Homo sapiens	Metazoa	475		False
Q9QZ59	Q9QZ59	0	Training	4	Mus musculus	Metazoa	374		False
Q9JM80	Q9JM80	0	Training	0	Rattus norvegicus	Metazoa	424		True
Q9DBA9	Q9DBA9	0	Training	1	Mus musculus	Metazoa	547		False
Q8W487	Q8W487	0	Training	2	Arabidopsis thaliana	Plants	250		False
O61016	O61016	0	Training	3	Crithidia fasciculata	Other	151		False
Q96GC5	Q96GC5	0	Training	4	Homo sapiens	Metazoa	212		False
P39996	P39996	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	337		False
P0C2B9	P0C2B9	0	Training	1	Rattus norvegicus	Metazoa	141		False
Q8BNX7	Q8BNX7	0	Training	2	Mus musculus	Metazoa	165		False
Q9NZJ6	Q9NZJ6	0	Training	3	Homo sapiens	Metazoa	369		False
Q57ZI5	Q57ZI5	0	Training	4	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	624		False
Q9VIV2	Q9VIV2	0	Training	0	Drosophila melanogaster	Metazoa	1062		False
P52164	P52164	0	Training	1	Rattus norvegicus	Metazoa	160		False
Q681Z2	Q681Z2	0	Training	2	Arabidopsis thaliana	Plants	203		False
P39685	P39685	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1337		False
Q9JM05	Q9JM05	0	Training	4	Mus musculus	Metazoa	507		False
P47131	P47131	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	105		True
P38806	P38806	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	282		False
A1Z8P9	A1Z8P9	0	Training	2	Drosophila melanogaster	Metazoa	2346		False
P21135	P21135	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	296		False
Q8BN78	Q8BN78	0	Training	4	Mus musculus	Metazoa	671		False
Q9H040	Q9H040	0	Training	0	Homo sapiens	Metazoa	489		False
Q8BP40	Q8BP40	0	Training	1	Mus musculus	Metazoa	418		False
Q93WX6	Q93WX6	0	Training	2	Arabidopsis thaliana	Plants	463		False
E9Q5F9	E9Q5F9	0	Training	3	Mus musculus	Metazoa	2537		False
Q9SU30	Q9SU30	0	Training	4	Arabidopsis thaliana	Plants	413		False
P83211	P83211	0	Training	0	Bolinus brandaris	Metazoa	107		False
P39988	P39988	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	312		False
Q53QV2	Q53QV2	0	Training	2	Homo sapiens	Metazoa	105		False
O95551	O95551	0	Training	3	Homo sapiens	Metazoa	362		False
P41910	P41910	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	395		False
P92276	P92276	0	Training	0	Chlamydomonas reinhardtii	Plants	62		True
Q86TV6	Q86TV6	0	Training	1	Homo sapiens	Metazoa	843		False
Q07923	Q07923	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	191		False
Q96EU6	Q96EU6	0	Training	3	Homo sapiens	Metazoa	259		False
Q0WR66	Q0WR66	0	Training	4	Arabidopsis thaliana	Plants	793		False
Q01718	Q01718	0	Training	0	Homo sapiens	Metazoa	297		True
O13983	O13983	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1063		False
P39943	P39943	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394		False
Q9Z2D6	Q9Z2D6	0	Training	3	Mus musculus	Metazoa	484		False
Q94IN5	Q94IN5	0	Training	4	Euglena gracilis	Other	1803		False
Q40460	Q40460	0	Training	0	Nicotiana tabacum	Plants	442		False
Q02764	Q02764	0	Training	1	Nicotiana tabacum	Plants	187		False
Q9P3B2	Q9P3B2	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	242		True
Q9QXV1	Q9QXV1	0	Training	3	Mus musculus	Metazoa	362		False
P15505	P15505	0	Training	4	Gallus gallus	Metazoa	1004		False
Q9FNY3	Q9FNY3	0	Training	0	Arabidopsis thaliana	Plants	292		False
P46674	P46674	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1301		False
Q9GZH2	Q9GZH2	0	Training	2	Caenorhabditis elegans	Metazoa	448		False
Q7KZF4	Q7KZF4	0	Training	3	Homo sapiens	Metazoa	910		False
P42777	P42777	0	Training	4	Arabidopsis thaliana	Plants	270		False
Q8N567	Q8N567	0	Training	0	Homo sapiens	Metazoa	271		False
Q9UTG8	Q9UTG8	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	94		False
Q02206	Q02206	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	625		False
Q14678	Q14678	0	Training	3	Homo sapiens	Metazoa	1352		False
Q9LUI3	Q9LUI3	0	Training	4	Arabidopsis thaliana	Plants	695		False
Q336R3	Q336R3	0	Training	0	Oryza sativa subsp. japonica	Plants	844		False
Q80WT4	Q80WT4	0	Training	1	Mus musculus	Metazoa	515		True
Q9QX98	Q9QX98	0	Training	2	Mus musculus	Metazoa	324		False
Q9BQ95	Q9BQ95	0	Training	3	Homo sapiens	Metazoa	431		False
Q8C5P7	Q8C5P7	0	Training	4	Mus musculus	Metazoa	182		False
Q9H0U9	Q9H0U9	0	Training	0	Homo sapiens	Metazoa	437		False
Q62504	Q62504	0	Training	1	Mus musculus	Metazoa	3644		False
Q9FNC9	Q9FNC9	0	Training	2	Arabidopsis thaliana	Plants	99		True
Q9NR48	Q9NR48	0	Training	3	Homo sapiens	Metazoa	2969		False
Q8TAF3	Q8TAF3	0	Training	4	Homo sapiens	Metazoa	677		False
Q9BVL4	Q9BVL4	0	Training	0	Homo sapiens	Metazoa	669		False
Q6P8X9	Q6P8X9	0	Training	1	Mus musculus	Metazoa	189		False
P62685	P62685	0	Training	2	Homo sapiens	Metazoa	647		False
Q9U226	Q9U226	0	Training	3	Caenorhabditis elegans	Metazoa	342		False
Q8TDV2	Q8TDV2	0	Training	4	Homo sapiens	Metazoa	347		True
Q9D6Z0	Q9D6Z0	0	Training	0	Mus musculus	Metazoa	221		False
Q56NI9	Q56NI9	0	Training	1	Homo sapiens	Metazoa	601		False
Q8IY18	Q8IY18	0	Training	2	Homo sapiens	Metazoa	1101		False
Q9GZZ1	Q9GZZ1	0	Training	3	Homo sapiens	Metazoa	169		False
P83758	P83758	0	Training	4	Danio rerio	Metazoa	448		False
Q3UUI3	Q3UUI3	0	Training	0	Mus musculus	Metazoa	230		False
Q9H410	Q9H410	0	Training	1	Homo sapiens	Metazoa	356		False
Q06266	Q06266	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	489		False
Q03429	Q03429	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	123		False
Q10109	Q10109	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	688		False
Q9SQR5	Q9SQR5	0	Training	0	Arabidopsis thaliana	Plants	554		False
Q9NRP7	Q9NRP7	0	Training	1	Homo sapiens	Metazoa	1315		False
Q93WL3	Q93WL3	0	Training	2	Arabidopsis thaliana	Plants	238		False
Q9D563	Q9D563	0	Training	3	Mus musculus	Metazoa	222		True
Q9CZP5	Q9CZP5	0	Training	4	Mus musculus	Metazoa	418		True
Q06494	Q06494	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	345		False
P32266	P32266	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	881		True
A0A143ZXM2	A0A143ZXM2	0	Training	2	Plasmodium falciparum (isolate 3D7)	Other	2074		False
A0A075TXZ1	A0A075TXZ1	0	Training	3	Penicillium expansum	Fungi	324		False
O97965	O97965	0	Training	4	Ovis aries	Metazoa	110		False
Q9SBK6	Q9SBK6	0	Training	0	Brassica rapa subsp. pekinensis	Plants	392		False
P82413	P82413	0	Training	1	Spinacia oleracea	Plants	233		False
Q12262	Q12262	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	181		False
P36121	P36121	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	282		False
Q6GQQ9	Q6GQQ9	0	Training	4	Homo sapiens	Metazoa	843		False
Q06184	Q06184	0	Training	0	Euplotes crassus	Other	446		False
P19518	P19518	0	Training	1	Oryctolagus cuniculus	Metazoa	222		True
Q9UMN6	Q9UMN6	0	Training	2	Homo sapiens	Metazoa	2715		False
Q49B96	Q49B96	0	Training	3	Homo sapiens	Metazoa	90		False
O13710	O13710	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1076		False
P40002	P40002	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	666		False
Q03702	Q03702	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	353		False
O60516	O60516	0	Training	2	Homo sapiens	Metazoa	100		False
P38927	P38927	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	245		False
Q3UHU5	Q3UHU5	0	Training	4	Mus musculus	Metazoa	1945		False
O61660	O61660	0	Training	0	Caenorhabditis elegans	Metazoa	759		False
Q09687	Q09687	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	518		False
Q15652	Q15652	0	Training	2	Homo sapiens	Metazoa	2540		False
O74905	O74905	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	189		False
O88492	O88492	0	Training	4	Mus musculus	Metazoa	1403		False
P25367	P25367	0	Training	0	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	405		False
Q18250	Q18250	0	Training	1	Caenorhabditis elegans	Metazoa	461		False
P55212	P55212	0	Training	2	Homo sapiens	Metazoa	293		False
Q9Y2Z4	Q9Y2Z4	0	Training	3	Homo sapiens	Metazoa	477		False
Q9FFG0	Q9FFG0	0	Training	4	Arabidopsis thaliana	Plants	248		False
P90551	P90551	0	Training	0	Leishmania mexicana	Other	366		False
P10518	P10518	0	Training	1	Mus musculus	Metazoa	330		False
P32944	P32944	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	819		False
Q9UHI7	Q9UHI7	0	Training	3	Homo sapiens	Metazoa	598		True
Q9HGM8	Q9HGM8	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	695		False
Q5VRD7	Q5VRD7	0	Training	0	Oryza sativa subsp. japonica	Plants	53		True
Q9JKD9	Q9JKD9	0	Training	1	Mus musculus	Metazoa	465		False
P25646	P25646	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	442		False
Q9P7B7	Q9P7B7	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	295		False
Q9NYX4	Q9NYX4	0	Training	4	Homo sapiens	Metazoa	217		True
Q9DAG4	Q9DAG4	0	Training	0	Mus musculus	Metazoa	180		False
Q8W4J9	Q8W4J9	0	Training	1	Arabidopsis thaliana	Plants	908		False
Q93654	Q93654	0	Training	2	Caenorhabditis elegans	Metazoa	245		False
O96623	O96623	0	Training	3	Dictyostelium discoideum	Other	293		False
Q02548	Q02548	0	Training	4	Homo sapiens	Metazoa	391		False
Q8VZS9	Q8VZS9	0	Training	0	Arabidopsis thaliana	Plants	475		False
S0DHV6	S0DHV6	0	Training	1	Gibberella fujikuroi (strain CBS 195.34 / IMI 58289 / NRRL A-6831)	Fungi	530		False
P06391	P06391	0	Training	2	Nicotiana tabacum	Plants	93		False
P22438	P22438	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	575		False
Q6Z6S1	Q6Z6S1	0	Training	4	Oryza sativa subsp. japonica	Plants	537		False
Q7T0L4	Q7T0L4	0	Training	0	Gallus gallus	Metazoa	329		False
P11836	P11836	0	Training	1	Homo sapiens	Metazoa	297		True
P39682	P39682	0	Training	2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	629		False
P14832	P14832	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	162		False
G7JND3	G7JND3	0	Training	4	Medicago truncatula	Plants	620		True
Q14203	Q14203	0	Training	0	Homo sapiens	Metazoa	1278		False
Q96CJ1	Q96CJ1	0	Training	1	Homo sapiens	Metazoa	260		False
Q15678	Q15678	0	Training	2	Homo sapiens	Metazoa	1187		False
Q05779	Q05779	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	260		False
Q7SZL5	Q7SZL5	0	Training	4	Xenopus laevis	Metazoa	1338		False
Q9BZ67	Q9BZ67	0	Training	0	Homo sapiens	Metazoa	464		False
Q8WUG5	Q8WUG5	0	Training	1	Homo sapiens	Metazoa	649		False
Q2TB02	Q2TB02	0	Training	2	Mus musculus	Metazoa	327		False
P23786	P23786	0	Training	3	Homo sapiens	Metazoa	658		False
Q9VKQ9	Q9VKQ9	0	Training	4	Drosophila melanogaster	Metazoa	134		False
Q4WW97	Q4WW97	0	Training	0	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	292		False
Q19131	Q19131	0	Training	1	Caenorhabditis elegans	Metazoa	813		False
P42232	P42232	0	Training	2	Mus musculus	Metazoa	786		False
Q9Y8G3	Q9Y8G3	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	596		False
Q11184	Q11184	0	Training	4	Caenorhabditis elegans	Metazoa	425		False
Q9H5V7	Q9H5V7	0	Training	0	Homo sapiens	Metazoa	419		False
Q96B23	Q96B23	0	Training	1	Homo sapiens	Metazoa	404		False
A8MR65	A8MR65	0	Training	2	Arabidopsis thaliana	Plants	201		False
O88271	O88271	0	Training	3	Mus musculus	Metazoa	295		False
Q9D3F7	Q9D3F7	0	Training	4	Mus musculus	Metazoa	229		False
Q8NGU9	Q8NGU9	0	Training	0	Homo sapiens	Metazoa	434		True
Q8VZA0	Q8VZA0	0	Training	1	Arabidopsis thaliana	Plants	936		False
Q9NZD1	Q9NZD1	0	Training	2	Homo sapiens	Metazoa	345		True
Q8BIW9	Q8BIW9	0	Training	3	Mus musculus	Metazoa	969		False
Q22024	Q22024	0	Training	4	Caenorhabditis elegans	Metazoa	543		False
P27684	P27684	0	Training	0	Spinacia oleracea	Plants	142		False
Q9HFF5	Q9HFF5	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1205		False
Q96QP1	Q96QP1	0	Training	2	Homo sapiens	Metazoa	1244		False
H2KYS8	H2KYS8	0	Training	3	Caenorhabditis elegans	Metazoa	1107		True
P20609	P20609	0	Training	4	Dictyostelium discoideum	Other	53		False
Q8WWH5	Q8WWH5	0	Training	0	Homo sapiens	Metazoa	349		False
P09081	P09081	0	Training	1	Drosophila melanogaster	Metazoa	494		False
Q94A82	Q94A82	0	Training	2	Arabidopsis thaliana	Plants	438		False
Q96PK6	Q96PK6	0	Training	3	Homo sapiens	Metazoa	669		False
Q21733	Q21733	0	Training	4	Caenorhabditis elegans	Metazoa	546		False
Q9NYK5	Q9NYK5	0	Training	0	Homo sapiens	Metazoa	338		False
Q09808	Q09808	0	Training	1	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	152		False
F4JXF1	F4JXF1	0	Training	2	Arabidopsis thaliana	Plants	581		False
P25332	P25332	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	333		False
Q6P2H3	Q6P2H3	0	Training	4	Homo sapiens	Metazoa	762		False
Q5BJX1	Q5BJX1	0	Training	0	Rattus norvegicus	Metazoa	134		False
Q9LEV3	Q9LEV3	0	Training	1	Arabidopsis thaliana	Plants	206		False
Q7Z6V5	Q7Z6V5	0	Training	2	Homo sapiens	Metazoa	191		False
Q12488	Q12488	0	Training	3	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	208		False
Q8R1N0	Q8R1N0	0	Training	4	Mus musculus	Metazoa	363		False
Q9HD42	Q9HD42	0	Training	0	Homo sapiens	Metazoa	196		False
Q9FFJ8	Q9FFJ8	0	Training	1	Arabidopsis thaliana	Plants	449		False
Q9UTA6	Q9UTA6	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	303		False
D3ZUE1	D3ZUE1	0	Training	3	Rattus norvegicus	Metazoa	857		False
Q09924	Q09924	0	Training	4	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	467		False
Q9VEX5	Q9VEX5	0	Training	0	Drosophila melanogaster	Metazoa	689		False
P11020	P11020	0	Training	1	Scyliorhinus canicula	Metazoa	80		False
P20659	P20659	0	Training	2	Drosophila melanogaster	Metazoa	3726		False
Q8GS60	Q8GS60	0	Training	3	Arabidopsis thaliana	Plants	462		False
Q9H078	Q9H078	0	Training	4	Homo sapiens	Metazoa	707		False
Q07510	Q07510	0	Training	0	Spinacia oleracea	Plants	405		False
O15297	O15297	0	Training	1	Homo sapiens	Metazoa	605		False
Q9P0K8	Q9P0K8	0	Training	2	Homo sapiens	Metazoa	574		False
Q07335	Q07335	0	Training	3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	154		True
P36527	P36527	0	Training	4	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	147		False
Q96DN6	Q96DN6	0	Training	0	Homo sapiens	Metazoa	1003		False
Q6A0D4	Q6A0D4	0	Training	1	Mus musculus	Metazoa	554		False
A1L020	A1L020	0	Training	2	Homo sapiens	Metazoa	520		False
Q9SGY2	Q9SGY2	0	Training	3	Arabidopsis thaliana	Plants	423		False
P28328	P28328	0	Training	4	Homo sapiens	Metazoa	305		True
Q00912	Q00912	0	Training	0	Wickerhamomyces anomalus	Fungi	342		False
P40033	P40033	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	138		False
Q7S4Y4	Q7S4Y4	0	Training	2	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	90		False
Q9VQD4	Q9VQD4	0	Training	3	Drosophila melanogaster	Metazoa	274		False
Q550D5	Q550D5	0	Training	4	Dictyostelium discoideum	Other	872		False
Q6U6G5	Q6U6G5	0	Training	0	Rattus norvegicus	Metazoa	426		False
O75943	O75943	0	Training	1	Homo sapiens	Metazoa	681		False
Q9USV1	Q9USV1	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	299		False
Q9SX65	Q9SX65	0	Training	3	Arabidopsis thaliana	Plants	156		False
Q8S950	Q8S950	0	Training	4	Nicotiana tabacum	Plants	959		False
P24226	P24226	0	Training	0	Brassica oleracea var. capitata	Plants	469		False
P46736	P46736	0	Training	1	Homo sapiens	Metazoa	316		False
Q8BHK1	Q8BHK1	0	Training	2	Mus musculus	Metazoa	323		True
Q5SV06	Q5SV06	0	Training	3	Mus musculus	Metazoa	358		False
G3UYX5	G3UYX5	0	Training	4	Mus musculus	Metazoa	1258		False
Q9VH08	Q9VH08	0	Training	0	Drosophila melanogaster	Metazoa	317		False
Q53R41	Q53R41	0	Training	1	Homo sapiens	Metazoa	847		False
Q9QXX8	Q9QXX8	0	Training	2	Mus musculus	Metazoa	484		False
P38937	P38937	0	Training	3	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	262		False
Q9LHF5	Q9LHF5	0	Training	4	Arabidopsis thaliana	Plants	602		False
Q9HBI1	Q9HBI1	0	Training	0	Homo sapiens	Metazoa	364		False
Q04847	Q04847	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	553		False
Q10474	Q10474	0	Training	2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	258		False
Q93062	Q93062	0	Training	3	Homo sapiens	Metazoa	196		False
Q91WA1	Q91WA1	0	Training	4	Mus musculus	Metazoa	278		False
P42858	P42858	0	Training	0	Homo sapiens	Metazoa	3142		False
P53155	P53155	0	Training	1	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	381		False
Q21443	Q21443	0	Training	2	Caenorhabditis elegans	Metazoa	566		False
Q9VB62	Q9VB62	0	Training	3	Drosophila melanogaster	Metazoa	609		False
Q6IN84	Q6IN84	0	Training	4	Homo sapiens	Metazoa	353		False
P0C7R1	P0C7R1	0	Training	0	Arabidopsis thaliana	Plants	239		False
P30536	P30536	0	Training	1	Homo sapiens	Metazoa	169		True
O95905	O95905	0	Training	2	Homo sapiens	Metazoa	644		False
